,lineID,characterID,movieID,character,text
L51724,L51724,u3784,m249,MELVIN,"Two crab dinners and pitcher of cold beer.  Baked or fries?
"
L51723,L51723,u3784,m249,MELVIN,"Can we order first?
"
L51722,L51722,u3777,m249,CAROL,"And mean it...
"
L51721,L51721,u3784,m249,MELVIN,"Okay.
"
L51720,L51720,u3777,m249,CAROL,"That's not compliment, Melvin... That's just trying to sound smart so I feel stupid... A compliment is something nice about somebody else... Now or never.
"
L51719,L51719,u3784,m249,MELVIN,"That monominute somebody gets that you need them they threaten to go away. Never fails.
"
L51718,L51718,u3777,m249,CAROL,"Melvin, pay me a compliment... I need one and quick... You have no idea how much what you said just hurt my feelings.
"
L51717,L51717,u3784,m249,MELVIN,"No. Wait. What? Why? I didn't mean it. You gotta sit down. You can still give me the dirty look... just sit down and give it to me.
"
L51716,L51716,u3784,m249,MELVIN,"No...  ... I don't get this place. They make me buy an outfit but they let you wear a house dress. I don't get it.
"
L51715,L51715,u3777,m249,CAROL,"And?
"
L51714,L51714,u3784,m249,MELVIN,"I've been thinking about that since you brought it up before.
"
L51713,L51713,u3777,m249,CAROL,"You wanna dance?
"
L51694,L51694,u3777,m249,CAROL,"You promised a nice place -- can't you just...  You have these dry cleaned all the time, don't you?
"
L51693,L51693,u3784,m249,MELVIN,"No... I'm not wearing that -- and just in case you were going to ask I'm not going to let you inject me with plaque either.
"
L51689,L51689,u3784,m249,MELVIN,"Just him and that's it. Okay, you can answer -- we've worked it out.
"
L51688,L51688,u3777,m249,CAROL,"Stop asking everyone.
"
L51676,L51676,u3784,m249,MELVIN,"Dancing?
"
L51675,L51675,u3777,m249,CAROL,"My son was outside playing soccer. I never saw him playing ball. Come on, you guys -- take me out for a good time... Take me out dancing.
"
L51667,L51667,u3784,m249,MELVIN,"Yes... sure.  I'll take the sofa.
"
L51666,L51666,u3777,m249,CAROL,"No answer... Maybe we should just drive there tomorrow. Can I have that one?
"
L51662,L51662,u3777,m249,CAROL,"No.
"
L51661,L51661,u3784,m249,MELVIN,"That's not true. Some of us have great stories... pretty stories that take place at lakes with boats and friends and noodle salad. Just not anybody in this car. But lots of people -- that's their story -- good times and noodle salad... and that's what makes it hard. Not that you had it bad but being that pissed that so many had it good.
"
L51658,L51658,u3777,m249,CAROL,"Go ahead, Simon. Your father walked in on you and was yelling and... really, come on.
"
L51657,L51657,u3784,m249,MELVIN,"... my father didn't leave his room for 11 years -- he hit my hand with a yardstick if I made a mistake on the piano.
"
L51654,L51654,u3784,m249,MELVIN,"You like sad stories -- you want mine.
"
L51653,L51653,u3777,m249,CAROL,"Hey -- you let him...
"
L51645,L51645,u3777,m249,CAROL,"Anybody here who's interested in what Melvin has to say raise their hands.
"
L51644,L51644,u3784,m249,MELVIN,"Nonsense!
"
L51643,L51643,u3777,m249,CAROL,"I'm sure, Simon, they did something real off for you to feel this way... But when it comes to your partners -- or your kid -- things will always be off for you unless you set it straight. Maybe this thing happened to you just to give you that chance.
"
L51636,L51636,u3784,m249,MELVIN,"Welcome.
"
L51635,L51635,u3777,m249,CAROL,"Thanks, Melvin.
"
L51631,L51631,u3777,m249,CAROL,"Let me go in back. You look like you need all the room you can manage.
"
L51630,L51630,u3784,m249,MELVIN,"I -- uh, I... Well, there is no place cards or anything.
"
L51629,L51629,u3777,m249,CAROL,"It's okay. No problem. Where should we sit?
"
L51628,L51628,u3784,m249,MELVIN,"I was going to do that for you.
"
L51625,L51625,u3777,m249,CAROL,"Hello... Oh, my God, who did that to you?
"
L51624,L51624,u3784,m249,MELVIN,"Thanks for being on time... Carol, the waitress, this is Simon, the fag.
"
L51623,L51623,u3777,m249,CAROL,"Hi.
"
L51608,L51608,u3777,m249,CAROL,"Oh. Okay, then -- Melvin. Good night.
"
L51607,L51607,u3784,m249,MELVIN,"Whether crabs are in season there now...
"
L51606,L51606,u3777,m249,CAROL,"Okay, gotcha. What did you think I was going to ask?
"
L51605,L51605,u3784,m249,MELVIN,"Oh.  We might. Yes. We can. Let's.
"
L51604,L51604,u3777,m249,CAROL,"There's... there's no need to bring anything dressy... or... I mean -- I didn't know if we'd be eating at any restaurant that have dress codes.
"
L51603,L51603,u3784,m249,MELVIN,"Just south to Baltimore, Maryland. So I know what you're going to ask next.  That you might ask -- I'm not certain.
"
L51602,L51602,u3777,m249,CAROL,"Melvin... I'd like to know exactly where we are going.
"
L51601,L51601,u3777,m249,CAROL,"Yes.
"
L51600,L51600,u3784,m249,MELVIN,"Are you still coming?
"
L51599,L51599,u3777,m249,CAROL,"Hello?
"
L51595,L51595,u3777,m249,CAROL,"No.
"
L51594,L51594,u3784,m249,MELVIN,"Is there another way to see it?
"
L51593,L51593,u3777,m249,CAROL,"Are you saying accepting your help obligates me!?
"
L51592,L51592,u3784,m249,MELVIN,"Write me a note and ain't she sweet. I need a hand and where'd she go.
"
L51591,L51591,u3777,m249,CAROL,"Funny, I thought it was a strong point.
"
L51590,L51590,u3784,m249,MELVIN,"What's that got to do with it?
"
L51589,L51589,u3777,m249,CAROL,"Melvin, I'd rather not.
"
L51588,L51588,u3784,m249,MELVIN,"Bettes tells me he's doing fine.
"
L51587,L51587,u3777,m249,CAROL,"My son.
"
L51586,L51586,u3784,m249,MELVIN,"You take off when you have to.
"
L51585,L51585,u3777,m249,CAROL,"I can't. I work.
"
L51584,L51584,u3784,m249,MELVIN,"Two days.
"
L51583,L51583,u3777,m249,CAROL,"The stiff one eye?
"
L51582,L51582,u3784,m249,MELVIN,"I can't do this alone. I'm afraid he'll pull the stiff one eye on me. I need you to chaperon. Separate everything but cars. You said you liked convertibles. Now I'm on the hook.
"
L51581,L51581,u3777,m249,CAROL,"No, sir...
"
L51580,L51580,u3784,m249,MELVIN,"I want you to go on this trip.
"
L51579,L51579,u3777,m249,CAROL,"Oh, I'm sorry... Didn't I say, ""what?"" I thought I said, ""what?""... What?
"
L51578,L51578,u3784,m249,MELVIN,"Now I want you to do something for me.
"
L51577,L51577,u3777,m249,CAROL,"Thank you.
"
L51576,L51576,u3784,m249,MELVIN,"Nice of you... thank you.
"
L51574,L51574,u3777,m249,CAROL,"I also wrote one part... I wrote I'm sorry... I was talking about I was sorry when I got mad at you when you came over and you told my son that he ought to answer back so I wrote that.  I was sorry for busting you on that... and I'm sorry for busting in on you that night... when I said I was never... I was sorry and I'm sorry every time your food was cold and that you had to wait two seconds for a coffee filler...
"
L51573,L51573,u3784,m249,MELVIN,"Lovely.
"
L51572,L51572,u3777,m249,CAROL,"Well, part of what I said in this entire history of my life which you won't read is that somehow you've done more for my mother, my son and me, than anyone else ever has... And that makes you the most important, surprising, generous person I've ever met and that you be in our daily prayers forever.
"
L51571,L51571,u3784,m249,MELVIN,"No... no thank you notes.
"
L51570,L51570,u3777,m249,CAROL,"What you did changed my life.
"
L51569,L51569,u3784,m249,MELVIN,"Hey, what I did for you is working out?
"
L51568,L51568,u3777,m249,CAROL,"Okay.
"
L51567,L51567,u3784,m249,MELVIN,"Yes. I'm going to give my queer neighbor a lift to Baltimore.
"
L51566,L51566,u3777,m249,CAROL,"So. Anything else?
"
L51561,L51561,u3777,m249,CAROL,"I want your life for a minute where my big problem is someone offers me a free convertible so I can get out of this city.
"
L51560,L51560,u3784,m249,MELVIN,"He wants me to take his car and his client to Baltimore.
"
L51559,L51559,u3777,m249,CAROL,"Getting loud, getting loud.
"
L51543,L51543,u3777,m249,CAROL,"A thank-you note for what you did for me.
"
L51542,L51542,u3784,m249,MELVIN,"What's this?
"
L51500,L51500,u3777,m249,CAROL,"Yes.
"
L51499,L51499,u3784,m249,MELVIN,"So you'll be at work?
"
L51498,L51498,u3777,m249,CAROL,"Just how grateful I am.
"
L51497,L51497,u3784,m249,MELVIN,"Okay!!!! Anything else?!?
"
L51496,L51496,u3777,m249,CAROL,"I'm not kidding.
"
L51494,L51494,u3777,m249,CAROL,"I'm not going to sleep with you. I will never, ever sleep with you. Never. Not ever.
"
L51493,L51493,u3784,m249,MELVIN,"What needs clearing up?
"
L51492,L51492,u3777,m249,CAROL,"I don't think I can wait until tomorrow. This needs clearing up.
"
L51491,L51491,u3784,m249,MELVIN,"You waiting for me to say something?  What sort of thing do you want? Look, I'll be at the restaurant tomorrow.
"
L51490,L51490,u3777,m249,CAROL,"But you do have some idea how strange that sounds??? I'm worried that you did this because...
"
L51489,L51489,u3784,m249,MELVIN,"To get you back at work so you can wait on me.
"
L51488,L51488,u3777,m249,CAROL,"Why did yo do this for me?
"
L51487,L51487,u3784,m249,MELVIN,"Note. Put it in the note.
"
L51486,L51486,u3777,m249,CAROL,"That's not why I'm here...  ...  though you have no idea what it's like to have a real conversation with a doctor about Spencer...
"
L51485,L51485,u3784,m249,MELVIN,"I was working...  can't you just drop me a thank-you note?
"
L51484,L51484,u3777,m249,CAROL,"The doctors had your billing address. I'm sorry about the hour.
"
L51483,L51483,u3777,m249,CAROL,"Yes.
"
L51482,L51482,u3784,m249,MELVIN,"Carol the waitress?
"
L51481,L51481,u3777,m249,CAROL,"Uh, Udall?
"
L51368,L51368,u3777,m249,CAROL,"No!!! Stay away from me!
"
L51367,L51367,u3784,m249,MELVIN,"Yeah, yeah...  any chance you'll get back to work today?
"
L51354,L51354,u3784,m249,MELVIN,"How ya doing?
"
L51353,L51353,u3777,m249,CAROL,"Sorry, honey...  I'll be right there.
"
L51352,L51352,u3784,m249,MELVIN,"I hear you talk when I'm waiting!!!
"
L51351,L51351,u3777,m249,CAROL,"How do you know about my mother?
"
L51350,L51350,u3784,m249,MELVIN,"What about your mother?
"
L51349,L51349,u3777,m249,CAROL,"My son is sick, okay?
"
L51348,L51348,u3784,m249,MELVIN,"Yes, I do, as a matter of fact... and to prove it I have not gotten personal and you have. Why aren't you at work? You're not sick -- you don't look sick... just very tired and bitter.
"
L51347,L51347,u3777,m249,CAROL,"What subject? That I wasn't there to take crap from you and bring you eggs? Do you have any control over how creepy you allow yourself to get?
"
L51346,L51346,u3784,m249,MELVIN,"I am trying to keep emotions out of this. Even though this is an important issue to me and I have strong feelings about the subject.
"
L51345,L51345,u3777,m249,CAROL,"Are you totally gone? This is my private home...
"
L51344,L51344,u3784,m249,MELVIN,"This is not a sexist thing. If you were a waiter I would still be here saying...
"
L51343,L51343,u3777,m249,CAROL,"What are you doing here?
"
L51342,L51342,u3784,m249,MELVIN,"I'm hungry.  You've upset my whole day. I haven't eaten.
"
L51294,L51294,u3777,m249,CAROL,"You all set here?
"
L51293,L51293,u3784,m249,MELVIN,"Last week I was playing the piano for him and he likes it, and so I decide I'm going to make a little joke...
"
L51290,L51290,u3784,m249,MELVIN,"What's with the dark?
"
L51289,L51289,u3777,m249,CAROL,"Okay, pal...  I accept the compliment, but go easy -- my knees start a-knocking when you turn on the charm full blast.
"
L51288,L51288,u3784,m249,MELVIN,"Otherwise, you're not ugly.
"
L51287,L51287,u3777,m249,CAROL,"And if I had to guess by your eyes. I'd say you were kind. So, so much for eyes. But as long as you bring up age...  how old are you?
"
L51286,L51286,u3784,m249,MELVIN,"If I had to guess by your eyes, I'd say you were fifty.
"
L51285,L51285,u3777,m249,CAROL,"Oh, please...
"
L51284,L51284,u3784,m249,MELVIN,"How old are you?
"
L51283,L51283,u3777,m249,CAROL,"You know he's a little dog. Next time, if Bryan's not here, you can bring him in.
"
L51282,L51282,u3784,m249,MELVIN,"It's okay -- I'll sit here.
"
L51281,L51281,u3777,m249,CAROL,"Sorry.
"
L51280,L51280,u3784,m249,MELVIN,"Well, not until now -- for Christ's sake.
"
L51279,L51279,u3777,m249,CAROL,"You're not worried that someone might take him?
"
L51278,L51278,u3784,m249,MELVIN,"Suckered in. Set up. Pushed around.
"
L51277,L51277,u3777,m249,CAROL,"So what are you doing with a dog?
"
L51226,L51226,u3777,m249,CAROL,"Spence.
"
L51225,L51225,u3784,m249,MELVIN,"Okay.
"
L51224,L51224,u3777,m249,CAROL,"Spencer.
"
L51223,L51223,u3784,m249,MELVIN,"His name?
"
L51222,L51222,u3777,m249,CAROL,"An ear infection can send us to the emergency room -- maybe five, six times a month where I get whatever nine-year-old they just made a doctor. Nice chatting with you.
"
L51221,L51221,u3784,m249,MELVIN,"No.
"
L51220,L51220,u3777,m249,CAROL,"He's gotta fight to breathe. His asthma can just shoot off the charts -- he's allergic to dust and this is New York and his immune system bails on him when there's trouble so an ear infection...  Is this bothering you?
"
L51219,L51219,u3777,m249,CAROL,"What do you care?
"
L51218,L51218,u3784,m249,MELVIN,"What's wrong with your son, anyway?
"
L51217,L51217,u3777,m249,CAROL,"Just give yourself a little pep talk. ""Must try other people's clean silverware as part of the fun of dining out.""
"
L51216,L51216,u3784,m249,MELVIN,"I see the help -- judgement call.
"
L51215,L51215,u3777,m249,CAROL,"What's with the plastic picnic ware? Why not try ours...  afraid it isn't clean?
"
L51214,L51214,u3777,m249,CAROL,"Okay.
"
L51213,L51213,u3784,m249,MELVIN,"Clippity clop -- clippity clop -- she has to pretend she doesn't hear me. Listening to the story from the upset friend...  now she drops off the cappuccino and smiles at the putzette who doesn't even say, ""Thank you."" No, the putzette wanted the whipped cream so back she goes and now she has to pass him again and it's getting tougher to make believe.
"
L51168,L51168,u3784,m249,MELVIN,"We're all gonna die soon. I will. You will. It sure sounds like your son will.
"
L51167,L51167,u3777,m249,CAROL,"You're gonna die soon with that diet, you know that?
"
L51166,L51166,u3784,m249,MELVIN,"The table's fine if it had some cholesterol on it. Two sausages, six bacon strips, fries, three eggs over easy and coffee.
"
L51159,L51159,u3777,m249,CAROL,"It's not your table. It's the place's table. Behave. This once, you can sit at someone else's station.
"
L51158,L51158,u3784,m249,MELVIN,"I've got Jews at my table.
"
L51157,L51157,u3777,m249,CAROL,"I know. He's just the best.
"
L51153,L51153,u3777,m249,CAROL,"Will you please take it?
"
L51152,L51152,u3784,m249,MELVIN,"I'm starving.
"
L51815,L51815,u3777,m249,CAROL,"Don't want to. I love you.
"
L51795,L51795,u3777,m249,CAROL,"One night with me!
"
L51791,L51791,u3777,m249,CAROL,"But what about...
"
L51784,L51784,u3777,m249,CAROL,"We held each other. It was better than sex. What I need he gave me great.
"
L51777,L51777,u3777,m249,CAROL,"All right, cut me a break.
"
L51775,L51775,u3777,m249,CAROL,"Thanks. But I just want to take a bath and...
"
L51773,L51773,u3777,m249,CAROL,"Stop staring. Do a vase.
"
L51771,L51771,u3777,m249,CAROL,"No... Absolutely not. I'm shyer than you think. I give the wrong impression sometimes and...
"
L51768,L51768,u3777,m249,CAROL,"Good night.
"
L51766,L51766,u3777,m249,CAROL,"Can you believe in our little mix you're the good roommate.
"
L51764,L51764,u3777,m249,CAROL,"Why? What have you been thinking about?
"
L51762,L51762,u3777,m249,CAROL,"I'm sorry... are you okay?
"
L51760,L51760,u3777,m249,CAROL,"I'm going to take a big bath and order a big meal.
"
L51758,L51758,u3777,m249,CAROL,"I don't think so. You need help with the pants?
"
L51756,L51756,u3777,m249,CAROL,"Our room. I don't want to see him and he's not going to come knocking on your door.
"
L51680,L51680,u3777,m249,CAROL,"What a nice compliment.
"
L51678,L51678,u3777,m249,CAROL,"I don't blame you... This is a monumental first day out... You sad or anything?
"
L51649,L51649,u3777,m249,CAROL,"No, let me pull over so I can pay full attention.
"
L51647,L51647,u3777,m249,CAROL,"Yes. I really would.
"
L51640,L51640,u3777,m249,CAROL,"I don't know the last time I've been out of the city... Hey, my arms are tanning. I used to tan great. We gotta stop soon so'se I can check on Spencer.
"
L51335,L51335,u3784,m249,MELVIN,"Hey, elephant girl, call her or something...  just let her do my one meal here. I'll pay whatever. I'll wait.  Do it!!!
"
L51333,L51333,u3784,m249,MELVIN,"What are you trying to do to me?
"
L51331,L51331,u3784,m249,MELVIN,"No. No. Get Carol.
"
L51327,L51327,u3784,m249,MELVIN,"Shhhhhhh. I don't have this mountain of available time...  I got to get to my restaurant on time. Do you know how hard it is for me to be here?
"
L51324,L51324,u3784,m249,MELVIN,"You changed the room around...
"
L51322,L51322,u3784,m249,MELVIN,"You said you could help me -- what was that -- a tease?
"
L51320,L51320,u3784,m249,MELVIN,"Explain to me how you can diagnose someone as ""obsessive compulsive disorder"" and then act like I have any choice in barging in.
"
L51318,L51318,u3784,m249,MELVIN,"Help!
"
L51565,L51565,u3784,m249,MELVIN,"Last word freak.
"
L51563,L51563,u3784,m249,MELVIN,"Okay... so I'll see you tomorrow. Let's not drag this out. We don't enjoy another that much.
"
L51558,L51558,u3784,m249,MELVIN,"Like the wind but I'm not doing it.
"
L51556,L51556,u3784,m249,MELVIN,"Think white and get serious.
"
L51554,L51554,u3784,m249,MELVIN,"Yeah. If his parents are alive they've got to help -- those are the rules. Good.
"
L51552,L51552,u3784,m249,MELVIN,"Concerned. I'm just the hall monitor here.
"
L51550,L51550,u3784,m249,MELVIN,"About a dog.
"
L51548,L51548,u3784,m249,MELVIN,"""What?"" Look at you... You sense a mark.
"
L51545,L51545,u3784,m249,MELVIN,"Really nice. Shouldn't that be a good thing... telling someone, 'no thanks required.'
"
L51539,L51539,u3784,m249,MELVIN,"I did. And his stomach is out of whack. So they need him for a couple of days.
"
L51537,L51537,u3784,m249,MELVIN,"It's not my dog and this Simon seems to have enough on his mind -- but he did throw up twice and his spark is off.
"
L51307,L51307,u3784,m249,MELVIN,"Okay by me.
"
L51305,L51305,u3784,m249,MELVIN,"It's been five weeks...  another few won't kill me.
"
L51303,L51303,u3784,m249,MELVIN,"He's a pain in the ass.
"
L51254,L51254,u3784,m249,MELVIN,"Hey, where are you going? You can't do this.  I can't take a dog.  Nobody's ever been in here before.
"
L51252,L51252,u3784,m249,MELVIN,"I'm not saying nothing to you.
"
L51139,L51139,u3784,m249,MELVIN,"Police! Police! Fucking crooked police...  doughnut-munching morons help me!  Assault and battery and you're black.
"
L51137,L51137,u3784,m249,MELVIN,"No touch. No touch. No touch.
"
L51104,L51104,u3784,m249,MELVIN,"Hope you find him. I love that dog.
"
L51101,L51101,u3784,m249,MELVIN,"What I know is that as long as you keep your work zipped up around me, I don't give a fuck what or where you shove your show. Are we being neighbors for now?
"
L51709,L51709,u3784,m249,MELVIN,"No, it's all right. I'll just watch.
"
L51696,L51696,u3784,m249,MELVIN,"Wait here.
"
L51691,L51691,u3784,m249,MELVIN,"What?
"
L51687,L51687,u3784,m249,MELVIN,"Hi. You have hard shells, right?
"
L51447,L51447,u3784,m249,MELVIN,"Where'd they teach you to talk like this -- some Panama City ""Sailor want to hump-hump bar""? Or was today getaway day and your last shot at his whiskey. Sell crazy some place else -- we're all stocked up here.
"
L51445,L51445,u3784,m249,MELVIN,"Sure thing.
"
L51443,L51443,u3784,m249,MELVIN,"Absolutely.
"
L51441,L51441,u3784,m249,MELVIN,"Is he dead yet?
"
L51244,L51244,u3784,m249,MELVIN,"Ask him.
"
L51242,L51242,u3784,m249,MELVIN,"Just move on. No one here killed him.
"
L51240,L51240,u3784,m249,MELVIN,"How come you're pretending to do cop work -- 'cause I don't think you could find your ass if you were spotted the hole.
"
L51873,L51873,u3784,m249,MELVIN,"I forgot to lock the door.
"
L51871,L51871,u3784,m249,MELVIN,"Okay. Thanks a lot. Here I go.
"
L51869,L51869,u3784,m249,MELVIN,"Hey... I'm charged here. But she might kill me for showing up this late.
"
L51867,L51867,u3784,m249,MELVIN,"Absolutely not.
"
L51865,L51865,u3784,m249,MELVIN,"Well, if that's true then I'm really in trouble.
"
L51863,L51863,u3784,m249,MELVIN,"It was better than this... Look, you, I'm very intelligent. If you're going to give me advice or conversation or consolation or hope, you got to be better than you're doing. If you can't be at least momentarily interesting than shut the hell up. I'm drowning and you're describing water.
"
L51861,L51861,u3784,m249,MELVIN,"I don't know... Let me sleep on it and figure it out.  Because I'm stuck! Can't go back to what I had... She's evicted me from my life.
"
L51859,L51859,u3784,m249,MELVIN,"No... and you're supposed to be sensitive and sharp.
"
L51857,L51857,u3784,m249,MELVIN,"I'm a great guy -- ""extraordinary""...  ... and she doesn't want contact with me.  I'm dying here.
"
L51854,L51854,u3784,m249,MELVIN,"You going to come talk to me or not?
"
L51831,L51831,u3784,m249,MELVIN,"Look, we both want the dog -- and...
"
L51825,L51825,u3784,m249,MELVIN,"They did a nice job... Cozy, huh?
"
L51819,L51819,u3784,m249,MELVIN,"I think you gotta camp it here...
"
L51817,L51817,u3784,m249,MELVIN,"I told you to go on in.
"
L51804,L51804,u3784,m249,MELVIN,"Does it matter?
"
L51802,L51802,u3784,m249,MELVIN,"Good-bye.  Well, your luck is holding. They sublet your place. You're homeless. Frank's got a line on another place you can use for now.
"
L51793,L51793,u3784,m249,MELVIN,"What are you talking about? You got real problems.
"
L51789,L51789,u3784,m249,MELVIN,"... Now he's going to want to stay. And they'll want to take a ride to the lake or whatever. So it's a good five hours back. It gives us a chance to take it easy and...
"
L51787,L51787,u3784,m249,MELVIN,"I get why you're angry. It's no snap to explain why I was like that, but let's not try to do it on the run...
"
L51674,L51674,u3784,m249,MELVIN,"I give you that one...  Nice packing.
"
L51672,L51672,u3784,m249,MELVIN,"Wouldn't your lie be a lot easier if you were not...
"
L51670,L51670,u3784,m249,MELVIN,"Do you ever get an erection for a woman?
"
L51664,L51664,u3784,m249,MELVIN,"Not at all, huh?!... Let's go to the hotel. And if you're lucky tomorrow Dad will give you another wad of sweaty money.
"
L51652,L51652,u3784,m249,MELVIN,"This stuff is pointless.
"
L51633,L51633,u3784,m249,MELVIN,"Never a break. Never.
"
L51627,L51627,u3784,m249,MELVIN,"Let's do the small talk in the car. Load up.
"
L51509,L51509,u3784,m249,MELVIN,"Yeah...
"
L51507,L51507,u3784,m249,MELVIN,"I haven't been sleeping. I haven't been clear or felt like myself. I'm in trouble. Some son of a bitch is burning my bridges behind my back...  But the tiredness -- boy...  Not just sleepy.
"
L51505,L51505,u3784,m249,MELVIN,"I have never been so tired in my life. Okay, if I sit here?
"
L51503,L51503,u3784,m249,MELVIN,"I brought you Chinese soup.
"
L51479,L51479,u3784,m249,MELVIN,"Stupid dog.  I don't get it.
"
L51477,L51477,u3784,m249,MELVIN,"Yo, yo, yo...
"
L51475,L51475,u3784,m249,MELVIN,"Now we'll both call him.
"
L51473,L51473,u3784,m249,MELVIN,"I carry bacon in my pocket.
"
L51472,L51472,u3784,m249,MELVIN,"Don't piss on a gift, tough guy. You want to know why the dog prefers me...  it's not affection. It's a trick.
"
L51470,L51470,u3784,m249,MELVIN,"Well, I'll do one thing for you that might cheer you up.
"
L51467,L51467,u3784,m249,MELVIN,"No need to stop being a lady... quit worrying -- you'll be back on your knees in no time.
"
L51465,L51465,u3784,m249,MELVIN,"Nellie, you're a disgrace to depression.
"
L51462,L51462,u3784,m249,MELVIN,"Where are all your queer party friends?
"
L51460,L51460,u3784,m249,MELVIN,"That cleaning woman doesn't...
"
L51458,L51458,u3784,m249,MELVIN,"It smells like shit in here?
"
L51455,L51455,u3784,m249,MELVIN,"Maybe I'll bring him some food by.
"
L51311,L51311,u3784,m249,MELVIN,"I called. I never touched you. I didn't leave my name or nothing.
"
L51308,L51308,u3784,m249,MELVIN,"That's some face they left hanging on you. You look like...
"
L51132,L51132,u3784,m249,MELVIN,"Okay, then.
"
L51130,L51130,u3784,m249,MELVIN,"Well, I work all the time. So never, never again interrupt me. Okay? I mean, never. Not 30 years from now... not if there's fire. Not even if you hear a thud from inside my home and a week later there's a smell from in there that can only come from a decaying body and you have to hold a hanky against your face because the stench is so thick you think you're going to faint even then don't come knocking or, if it's election night and you're excited and want to celebrate because some fudge-packer you dated has been elected the first queer President of the United States... and he's going to put you up in Camp David and you just want to share the moment with someone...  don't knock ...  not on this door. Not for anything. Got me. Sweetheart?
"
L51128,L51128,u3784,m249,MELVIN,"Do you like to be interrupt when you are danging around in your little garden?
"
L51126,L51126,u3784,m249,MELVIN,"Do you realize that I work at him?
"
L51124,L51124,u3784,m249,MELVIN,"Well, that's a load off.
"
L51121,L51121,u3784,m249,MELVIN,"Yeeeess!!!
"
L51119,L51119,u3784,m249,MELVIN,"'Love was... '
"
L51098,L51098,u3784,m249,MELVIN,"How're you doing?
"
L51096,L51096,u3784,m249,MELVIN,"Like thick molasses, with one of those wide noses perfect for smelling trouble and prison food...
"
L51094,L51094,u3784,m249,MELVIN,"I got it. You're talking about your dog. I thought that was the name of the colored man I've been seeing in the hall.
"
L51092,L51092,u3784,m249,MELVIN,"What's he look like?
"
L51391,L51391,u3784,m249,MELVIN,"I think of a man and take away reason and accountability.
"
L51388,L51388,u3784,m249,MELVIN,"Oh God, this is like a nightmare.
"
L51386,L51386,u3784,m249,MELVIN,"What's it mean?
"
L370940,L370940,u2010,m130,MARTY,"Waddaya getting so sore about?
"
L370938,L370938,u2010,m130,MARTY,"I told this dog I was gonna call her today about two-thirty.
"
L370934,L370934,u2010,m130,MARTY,"I didn't think she was so bad-looking.
"
L370929,L370929,u2010,m130,MARTY,"We just talked.
"
L370927,L370927,u2010,m130,MARTY,"I don't feel like going, Angie. I thought I'd take this girl to a movie.
"
L370920,L370920,u2010,m130,MARTY,"Listen, Angie, I wanna tell you, you were very impolite last night. I introduced you to the girl, you just turned and walked off. Now, why did you do that?
"
L370918,L370918,u2010,m130,MARTY,"I was gonna call that girl from last night. Take her to a movie tonight.
"
L370912,L370912,u2010,m130,MARTY,"We gotta whole pot inna kitchen. We give you a plate-a your own.
"
L370805,L370805,u2010,m130,MARTY,"Where you going?
"
L370803,L370803,u2010,m130,MARTY,"Angie, by the time I get Clara home, it's gonna be one, one-thirty. By the time I get home, it's gonna be two o'clock. I gotta get up for ten o'clock mass tomorrow.
"
L370801,L370801,u2010,m130,MARTY,"It must be one o'clock.
"
L370799,L370799,u2010,m130,MARTY,"What for?
"
L370797,L370797,u2010,m130,MARTY,"I'm gonna take Clara home. It's close to one.
"
L370792,L370792,u2010,m130,MARTY,"I looked for you, Angie, before I cut out, but I couldn't find you.
"
L370514,L370514,u2010,m130,MARTY,"I think this number is a little fast. Wait a minute.
"
L370512,L370512,u2010,m130,MARTY,"Yeah, she looks all right from here.
"
L370510,L370510,u2010,m130,MARTY,"Where?
"
L370508,L370508,u2010,m130,MARTY,"There was one nice-looking one there inna black dress and beads, but she's dancing now.
"
L370386,L370386,u2010,m130,MARTY,"I don't know. What do you feel like doing?
"
L370384,L370384,u2010,m130,MARTY,"My mother, boy, she drives me crazy.
"
L370382,L370382,u2010,m130,MARTY,"Angie, I'm thirty-four years old. I been looking for a girl every Saturday night of my life. I'm tired of looking. Everybody's always telling me to get married. Get married. Get married. Don't you think I wanna get married? I wanna get married. They drive me crazy. Now, I don't wanna wreck your Saturday night for you, Angie. You wanna go somewhere, you go ahead. I don't wanna go.
"
L370379,L370379,u2010,m130,MARTY,"You call her up for yourself, Angie. I don't feel like calling her up.
"
L370377,L370377,u2010,m130,MARTY,"Yeah, sure.
"
L370375,L370375,u2010,m130,MARTY,"What makes you say that?
"
L370373,L370373,u2010,m130,MARTY,"I don't know. What do you feel like doing?
"
L370371,L370371,u2010,m130,MARTY,"I didn't like her, Angie. I don't feel like calling her up.
"
L370369,L370369,u2010,m130,MARTY,"She probably got a date by now, Angie.
"
L370367,L370367,u2010,m130,MARTY,"Oh, yeah.
"
L370365,L370365,u2010,m130,MARTY,"Which one was that?
"
L370363,L370363,u2010,m130,MARTY,"I don't know, Ang'. Wadda you feel like doing?
"
L370905,L370905,u2010,m130,MARTY,"She wasn't so bad.
"
L370903,L370903,u2010,m130,MARTY,"Who told you that?
"
L370901,L370901,u2010,m130,MARTY,"Hello, Lou, Angie come in yet?
"
L370388,L370388,u2010,m130,MARTY,"Come on over about half past seven, we'll think of something.  Hello, Ma, what's the matter?
"
L370813,L370813,u2004,m130,CLARA,"Okay.
"
L370812,L370812,u2010,m130,MARTY,"Okay, so I'll see you tomorrow night then.
"
L370810,L370810,u2004,m130,CLARA,"Okay.
"
L370809,L370809,u2010,m130,MARTY,"So I'll call you tomorrow.
"
